cluster_id,cluster_size,doc_id,title,score,representative_id,representative_title,avg_similarity,tags_text
28753859,2,28768945,Correlation function over analytic function,0,28753859,Correlation and analytic function,0.85,sql|oracle-database|oracle11g
30126702,2,30129553,Create IF Statement in SQL developer to calculate AGE,0,30126702,if statement in SQL to calculate age,0.7,sql|oracle-database
30126702,2,30126702,if statement in SQL to calculate age,0,30126702,if statement in SQL to calculate age,0.7,excel|oracle-database|join
33270747,2,33270747,Oracle 12c and C# connection ORA-12154 TNS: could not resolve the connect identifier specified,0,41279601,"ORA-12154: TNS: could not resolve the connect identifier specified (oracle, c#, VS13)",0.8272727272727273,c#|oracle-database|oracle12c|ora-12154
33270747,2,41279601,"ORA-12154: TNS: could not resolve the connect identifier specified (oracle, c#, VS13)",1,41279601,"ORA-12154: TNS: could not resolve the connect identifier specified (oracle, c#, VS13)",0.8272727272727273,c#|oracle-database|oracle11g
36411586,2,36411586,Retrieve rows with highest salary per month,0,36411586,Retrieve rows with highest salary per month,0.7,sql|oracle-database|oracle11g
36411586,2,36424780,Retrieve rows with highest salary per month and year,0,36411586,Retrieve rows with highest salary per month,0.7,sql|oracle-database|oracle11g|oracle-sqldeveloper
39979514,2,39979514,Why am I encountering the symbol end of file in Oracle?,-1,39979514,Why am I encountering the symbol end of file in Oracle?,0.6557377049180327,sql|oracle-database
39979514,2,59370908,"Error(34,24): PLS-00103: Encountered the symbol \"end-of-file\" when expecting one of the following",-1,39979514,Why am I encountering the symbol end of file in Oracle?,0.6557377049180327,oracle-database|plsql
40107817,2,40107817,I am getting error while applying multiple joins in a select query,-3,43255769,"ORA-00904: \"from$_subquery$_014\".\"column_name\": invalid identifier",0.8430555555555556,sql|oracle-database
40107817,2,43255769,"ORA-00904: \"from$_subquery$_014\".\"column_name\": invalid identifier",2,43255769,"ORA-00904: \"from$_subquery$_014\".\"column_name\": invalid identifier",0.8430555555555556,sql|oracle-database
40233768,2,40373279,NEW_COURSE pl/sql procedure is raising exception and i cant figure it out,1,40373279,NEW_COURSE pl/sql procedure is raising exception and i cant figure it out,0.6975806451612904,oracle-database|stored-procedures
40233768,2,40233768,I keep getting errors in my procedure that help add new course and i have put requirements in description,-1,40373279,NEW_COURSE pl/sql procedure is raising exception and i cant figure it out,0.6975806451612904,oracle-database|stored-procedures|plsql|error-handling
40821622,2,56663428,"PLS-00103: Encountered the symbol \"CREATE\" when expecting one of the following:",2,56663428,"PLS-00103: Encountered the symbol \"CREATE\" when expecting one of the following:",0.7507936507936508,sql|oracle-database
40821622,2,40821622,EXCEPTION in before the end of the loop,-1,56663428,"PLS-00103: Encountered the symbol \"CREATE\" when expecting one of the following:",0.7507936507936508,sql|oracle-database|for-loop|exception|plsql
41087980,2,41089026,How can I select multiple values from many tables?,-2,41087980,How can I SELECT multiple values from 5 tables?,0.7142857142857143,sql|oracle-database
41087980,2,41087980,How can I SELECT multiple values from 5 tables?,-1,41087980,How can I SELECT multiple values from 5 tables?,0.7142857142857143,sql|oracle-database|join
43556637,2,43560995,Listener refused the connection with the following error: ORA-12505,0,43556637,Listener refused the connection,0.84,java|oracle-database|hibernate|oracle11g
43556637,2,43556637,Listener refused the connection,1,43556637,Listener refused the connection,0.84,oracle-database|hibernate|jdbc
43775423,2,43776051,Entity Framework cannot concat Enum column in Oracle,0,43775423,Entity Framework column concatenate in Oracle,0.8407407407407407,c#|oracle-database|entity-framework-6
43775423,2,43775423,Entity Framework column concatenate in Oracle,2,43775423,Entity Framework column concatenate in Oracle,0.8407407407407407,c#|oracle-database|entity-framework-6
49284558,2,8424456,"SQL Error: ORA-00906: missing left parenthesis 00906. 00000 - \"missing left parenthesis\"",2,8424456,"SQL Error: ORA-00906: missing left parenthesis 00906. 00000 - \"missing left parenthesis\"",0.6,sql|database|oracle-database
49284558,2,49284558,"why do i keep getting this error \" Error report - ORA-00906: missing left parenthesis 00906. 00000 - \"",0,8424456,"SQL Error: ORA-00906: missing left parenthesis 00906. 00000 - \"missing left parenthesis\"",0.6,sql|oracle-database
50217243,2,50217243,Convert SQL query to SQL Server,-5,71211553,Convert from Oracle to SQL Server,0.6666666666666666,sql|sql-server|oracle-database
50217243,2,71211553,Convert from Oracle to SQL Server,-3,71211553,Convert from Oracle to SQL Server,0.6666666666666666,sql|sql-server|oracle-database|oracle11g
5091642,2,5092067,Need to write a SQL query to fetch data from a Oracle database,-1,5091642,Need to write a SQL query to fetch data from a Oracle database,0.6666666666666666,sql|oracle-database
5091642,2,5091642,Need to write a SQL query to fetch data from a Oracle database,0,5091642,Need to write a SQL query to fetch data from a Oracle database,0.6666666666666666,sql|oracle-database
52080769,2,52080769,oracle pl/sql utl_file ORA-29280: invalid directory path,0,52080769,oracle pl/sql utl_file ORA-29280: invalid directory path,0.975,oracle-database|utl-file
52080769,2,61044368,oracle pl/sql utl_file ORA-29280: invalid directory path and ORA-29280: invalid directory object,0,52080769,oracle pl/sql utl_file ORA-29280: invalid directory path,0.975,oracle-database|utl-file
53082594,2,53084373,Table variables in oracle,1,53084373,Table variables in oracle,0.796969696969697,sql|oracle-database|t-sql|plsql
53082594,2,53082594,SQL table variable in oracle,1,53084373,Table variables in oracle,0.796969696969697,sql|oracle-database|t-sql|plsql
57082011,2,77060455,I am getting an error ORA-00920: invalid relational operator,-2,57082011,SQL Error [920] [42000]: ORA-00920: invalid relational operator,0.7666666666666666,sql|oracle-database
57082011,2,57082011,SQL Error [920] [42000]: ORA-00920: invalid relational operator,0,57082011,SQL Error [920] [42000]: ORA-00920: invalid relational operator,0.7666666666666666,oracle-database
57431031,2,57431031,How to call custom oracle function in spring boot application?,1,57523881,How to call oracle function from spring boot application?,0.7551020408163265,java|oracle-database|jpa|createquery
57431031,2,57523881,How to call oracle function from spring boot application?,1,57523881,How to call oracle function from spring boot application?,0.7551020408163265,java|oracle-database|jpa|createquery
57530055,2,57530055,Reset running sum when condition is met in Oracle,2,57530417,Reset sum when condition is met in Oracle,0.782608695652174,sql|oracle-database
57530055,2,57530417,Reset sum when condition is met in Oracle,3,57530417,Reset sum when condition is met in Oracle,0.782608695652174,sql|oracle-database
60892922,2,60906739,Update statement error - Remove any non-deterministic where clauses and reissue the dml,0,60892922,Merge statement issue - error unable to get a stable set of rows in the source tables,0.8236842105263158,oracle-database|sql-merge
60892922,2,60892922,Merge statement issue - error unable to get a stable set of rows in the source tables,0,60892922,Merge statement issue - error unable to get a stable set of rows in the source tables,0.8236842105263158,oracle-database|sql-merge
63518526,2,63522576,Warning: Package Body created with compilation errors...in plsql,0,63522576,Warning: Package Body created with compilation errors...in plsql,0.8037037037037037,sql|oracle-database|plsql|plsql-package
63518526,2,63518526,issue on creating package,-1,63522576,Warning: Package Body created with compilation errors...in plsql,0.8037037037037037,oracle-database|plsql|plsql-package
65121862,2,65121862,Docker Oracle Instant Client,0,65121862,Docker Oracle Instant Client,0.7319587628865979,oracle-database|docker|makefile|docker-compose|dockerfile
65121862,2,65124167,Linux and Oracle Instant Client,0,65121862,Docker Oracle Instant Client,0.7319587628865979,php|linux|oracle-database|docker|pecl
69744559,2,69746788,How to turn 5 sets of data from one column into 5 different columns,2,69746788,How to turn 5 sets of data from one column into 5 different columns,0.6818181818181818,sql|oracle-database|oracle10g
69744559,2,69744559,How to express 5 sets of data currently in one column 5 different columns,0,69746788,How to turn 5 sets of data from one column into 5 different columns,0.6818181818181818,sql|oracle-database|pivot|oracle10g
70027182,2,70185088,Oracle prefix data into a clob with a procedure,0,70027182,Oracle prefix data to a clob,0.6896551724137931,oracle-database|stored-procedures|clob
70027182,2,70027182,Oracle prefix data to a clob,0,70027182,Oracle prefix data to a clob,0.6896551724137931,oracle-database|procedure|clob
70089553,2,70094984,Terraform OCI - create multiple VCN in multiple regions,0,70089553,UPDATED - Terraform OCI - create multiple VCN in different regions,0.75,oracle-database|terraform|terraform-provider-oci
70089553,2,70089553,UPDATED - Terraform OCI - create multiple VCN in different regions,1,70089553,UPDATED - Terraform OCI - create multiple VCN in different regions,0.75,oracle-database|terraform|terraform-provider-oci
71205776,2,71205776,How to group by container with their date,1,71205776,How to group by container with their date,0.7,sql|oracle-database
71205776,2,71999370,HOW TO GROUP ROWS OF A TABLE WITH COLUMN DATE,1,71205776,How to group by container with their date,0.7,sql|oracle-database
76380289,2,76380289,count(distinct) over (partition by ... range function),0,76380289,count(distinct) over (partition by ... range function),0.6835443037974683,sql|oracle-database|window-functions
76380289,2,76387125,count(distinct) over (partition by ... range function) cannot do distinct w/ range,0,76380289,count(distinct) over (partition by ... range function),0.6835443037974683,sql|oracle-database|window-functions
9660235,2,9660235,sql statement how to keep null value,-2,9662930,sql returning no rows selected,0.8164893617021277,sql|oracle-database
9660235,2,9662930,sql returning no rows selected,0,9662930,sql returning no rows selected,0.8164893617021277,sql|oracle-database
