src,dst,src_title,dst_title,src_score,dst_score,similarity
10500048,50342839,Invalid identifier on oracle inner join,Oracle Invalid Identifier (with Inner Join),2,1,1.0
10537413,12744428,How to delete duplicate rows from an Oracle Database?,Delete duplicate rows - Oracle,8,1,1.0
10537413,30560984,How to delete duplicate rows from an Oracle Database?,How to delete duplicate rows in Oracle,8,3,1.0
10537413,56286617,How to delete duplicate rows from an Oracle Database?,To delete duplicate rows in Oracle SQL,8,0,1.0
10537413,63703239,How to delete duplicate rows from an Oracle Database?,Oracle SQL : How to delete Duplicate Rows,8,1,1.0
10550952,19216076,Oracle - Comparing dates,Oracle SQL comparing dates,0,2,1.0
10550952,69102725,Oracle - Comparing dates,Comparing dates in oracle,0,0,1.0
10565846,16063151,Use Composite Primary Key as Foreign Key,Foreign Key to Composite Primary Key,19,0,1.0
10565846,33963436,Use Composite Primary Key as Foreign Key,composite primary key with foreign key,19,0,1.0
10565846,74208854,Use Composite Primary Key as Foreign Key,Foreign key to a composite primary key,19,0,1.0
10584598,22143806,Oracle Deadlock,Deadlock in Oracle,2,0,1.0
10584598,29070564,Oracle Deadlock,Deadlock in Oracle 3,2,0,1.0
10595222,20830561,sql pivot with oracle?,Oracle SQL pivot,0,2,1.0
10595222,31429930,sql pivot with oracle?,PIVOT in Oracle sql,0,1,1.0
10595222,46296158,sql pivot with oracle?,Pivot in oracle,0,-3,1.0
10595222,48286001,sql pivot with oracle?,how to use Pivot SQL,0,-2,1.0
10595222,56687792,sql pivot with oracle?,Oracle Pivot SQL,0,0,1.0
10614515,15947382,procedure in pl/sql,PL/SQL Procedure,-4,-1,1.0
10614515,78515817,procedure in pl/sql,ORACLE PL/SQL Procedure,-4,0,1.0
10622856,17362010,Oracle Grouping,Oracle SQL grouping,4,-2,1.0
10622856,45376653,Oracle Grouping,SQL and Grouping,4,1,1.0
10634091,48465061,Oracle Export Import,Oracle Export and Import,1,2,1.0
10634091,50558367,Oracle Export Import,Export import oracle,1,-4,1.0
10634091,78535018,Oracle Export Import,export & import database,1,0,1.0
10645812,12373866,SQL group by query,SQL Query using Group by 4,1,-1,1.0
10645812,12486811,SQL group by query,Oracle query group by,1,0,1.0
10645812,13242892,SQL group by query,SQL query using group by,1,1,1.0
10645812,14441062,SQL group by query,Oracle Group by query,1,1,1.0
10645812,16208178,SQL group by query,SQL Query GROUP BY,1,-1,1.0
10645812,17073575,SQL group by query,Query using Group by in sql,1,0,1.0
10645812,17580979,SQL group by query,SQL - Group By Query,1,0,1.0
10645812,26499816,SQL group by query,oracle sql query using group by,1,1,1.0
10645812,27208884,SQL group by query,SQL query (GROUP BY),1,0,1.0
10645812,32549577,SQL group by query,Oracle Sql Query with Group By,1,-2,1.0
10645812,36302403,SQL group by query,Group by query in Oracle,1,0,1.0
10645812,40021841,SQL group by query,SQL query for group by,1,1,1.0
10645812,40026354,SQL group by query,Oracle SQL group by query,1,0,1.0
10645812,46722606,SQL group by query,Oracle query with group,1,1,1.0
10645812,46788980,SQL group by query,Group Query for oracle,1,0,1.0
10645812,54883999,SQL group by query,Query on oracle on group by,1,0,1.0
10645812,68817237,SQL group by query,oracle query to group by,1,0,1.0
10645812,73916471,SQL group by query,Oracle SQL Query Group By,1,0,1.0
10656631,22487208,Oracle sqlplus line size,SQLPlus Line size,3,1,1.0
10657775,50147067,"Error(5,3): PLS-00103: Encountered the symbol ""BEGIN"" when expecting one of the following: language","Oracle Database error Error(3,3): PLS-00103: Encountered the symbol ""BEGIN"" when expecting one of the following: language",6,-1,1.0
10688980,28126249,Complicated oracle query,SQL ORACLE - complicated query,1,-2,1.0
10703225,13190059,ORA-00936: missing expression,ORA-00936 missing expression,0,2,1.0
10703225,22582103,ORA-00936: missing expression,ORA-00936: missing expression oracle,0,2,1.0
10703225,22694334,ORA-00936: missing expression,ORA-00936 missing expression,0,2,1.0
10703225,28872929,ORA-00936: missing expression,ORA-00936: missing expression,0,-1,1.0
10703225,62116638,ORA-00936: missing expression,ORA-00936 :missing expression,0,-2,1.0
10703225,64794156,ORA-00936: missing expression,Oracle SQL - ORA-00936: missing expression,0,0,1.0
10703225,67330694,ORA-00936: missing expression,ORA-00936: missing expression for a '=',0,4,1.0
10704472,29958303,Hierarchical queries in Oracle,Hierarchical Queries in Oracle SQL,2,-2,1.0
10704472,34066931,Hierarchical queries in Oracle,Hierarchical Queries - Oracle,2,0,1.0
10704472,34773716,Hierarchical queries in Oracle,oracle sql hierarchical queries,2,-1,1.0
10704472,37364302,Hierarchical queries in Oracle,Oracle Hierarchical Queries,2,1,1.0
10704472,38550821,Hierarchical queries in Oracle,Hierarchical queries,2,0,1.0
10704472,40115351,Hierarchical queries in Oracle,sql hierarchical queries,2,0,1.0
10713822,33519309,ora-00933:SQL command not properly ended for update sql statement,Update statement oracle - ORA-00933: SQL command not properly ended,1,0,1.0
10727521,51982490,Insert CLOB into Oracle database,Insert into with CLOB,4,-1,1.0
10731500,16275245,Oracle for loop query,SQL For Loop query,0,0,1.0
10731500,61610301,Oracle for loop query,How to using loop with oracle query?,0,0,1.0
10731500,69966929,Oracle for loop query,Using a query in a loop in Oracle SQL,0,1,1.0
10732673,17859994,select statement in oracle,Use as in select statement on select statement,1,1,1.0
10732673,27087745,select statement in oracle,select statement oracle sql,1,1,1.0
10732673,27210109,select statement in oracle,select statement oracle,1,0,1.0
10732673,36977627,select statement in oracle,Select statement for Oracle SQL,1,0,1.0
10737520,23763273,"PLS-00103, in Trigger",PLS-00103 in a Trigger,0,-1,1.0
10740433,14241216,SubQuery returning Multiple rows,Oracle - SubQuery returning Multiple rows,0,0,1.0
10749665,20063735,Parent child relationship in Oracle,Parent child and relationship in Oracle,2,0,1.0
10786782,37776091,ORA-12514 TNS:listener does not currently know of service requested in connect descriptor,"ORA-12514, TNS:listener does not currently know of service requested in connect descriptor",341,0,1.0
10786782,64360620,ORA-12514 TNS:listener does not currently know of service requested in connect descriptor,ORA-12514 TNS Listener does not currently know of service requested in connect descriptor,341,0,1.0
10801631,28762046,Trigger on a view in oracle,SQL Trigger for View,2,2,1.0
10801631,28781915,Trigger on a view in oracle,Oracle SQL Trigger for View,2,0,1.0
10801631,36903748,Trigger on a view in oracle,SQL Trigger for View,2,-2,1.0
10802212,26429994,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,error ORA-02270: no matching unique or primary key for this column-list,31,3,1.0
10802212,34530201,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,SQL Error: ORA-02270: no matching unique or primary key for this column-list,31,0,1.0
10802212,38816869,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,Database SQL Error: ORA-02270: no matching unique or primary key for this column-list,31,0,1.0
10802212,58003536,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,ORACLE SQL Error - ORA-02270: no matching unique or primary key for this column-list,31,0,1.0
10802212,61469823,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,Oracle: Error ORA-02270 (no matching unique or primary key for this column-list),31,1,1.0
10802212,63782499,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,Oracle - ORA-02270 : no matching unique or primary key for this column-list error,31,0,1.0
10802212,65380448,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,Oracle error ORA-02270: no matching unique or primary key for this column-list,31,0,1.0
10802212,66429895,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,(Error) ORA-02270: no matching unique or primary key for this column-list,31,0,1.0
10802212,76158128,Oracle (ORA-02270) : no matching unique or primary key for this column-list error,Error: ORA-02270: no matching unique or primary key for this column-list,31,1,1.0
10812277,29782143,GROUP BY with '+' expression,"""Group by"" expression",1,0,1.0
10827268,26273224,Wrapping a Stored Procedure SQL,Wrapping a Stored Procedure,0,2,1.0
10827364,46557020,How To use a Grouping query,Oracle query for grouping,0,0,1.0
10827364,61253326,How To use a Grouping query,How to query Oracle grouping?,0,0,1.0
10841430,20164650,Oracle: Return multiple values in a function,Return multiple values from an Oracle function,5,0,1.0
10841430,56935878,Oracle: Return multiple values in a function,Return Multiple Values from Oracle Function,5,0,1.0
10841430,71475514,Oracle: Return multiple values in a function,Return multiple values from a oracle function,5,0,1.0
10847436,28608776,update multiple rows with SQL,how to update multiple rows in oracle,1,8,1.0
10847436,61448089,update multiple rows with SQL,Update multiple rows in SQL,1,1,1.0
10847436,66686214,update multiple rows with SQL,how to update multiple rows in oracle sql,1,0,1.0
10861232,12252292,Oracle sql for count,Oracle sql count,0,-1,1.0
10861232,33381751,Oracle sql for count,ORACLE SQL - Count,0,1,1.0
10861232,52301096,Oracle sql for count,COUNT with Oracle SQL,0,1,1.0
10868874,31697281,multiple row insert in Oracle SQL,Insert multiple row in sql,4,1,1.0
10892643,11004623,Nested cursors in oracle,Oracle Nested cursors,0,0,1.0
10898195,13811730,ORA-00923: FROM keyword not found where expected,FROM keyword not found where expected - ORA-00923,1,1,1.0
10898195,22028674,ORA-00923: FROM keyword not found where expected,ORA-00923 - FROM keyword not found where expected,1,-1,1.0
10898195,39792222,ORA-00923: FROM keyword not found where expected,ORA-00923:FROM keyword not found where expected,1,0,1.0
10898195,42101185,ORA-00923: FROM keyword not found where expected,"""ORA-00923: FROM keyword not found where expected""",1,1,1.0
10898195,56119604,ORA-00923: FROM keyword not found where expected,SQL ORACLE ORA-00923: FROM keyword not found where expected,1,0,1.0
10917877,61166443,Oracle sql query rewrite,Rewrite the Oracle SQL Query,1,0,1.0
1092120,11960512,OVER clause in Oracle,Over use of Oracle With clause?,84,7,1.0
1092120,15350335,OVER clause in Oracle,Oracle SQL: ON Clause,84,1,1.0
1092120,31018328,OVER clause in Oracle,SQL Oracle (using AND clause),84,0,1.0
1092120,40169311,OVER clause in Oracle,sql oracle in() clause,84,3,1.0
1092120,54783746,OVER clause in Oracle,WITH clause in sql,84,-3,1.0
10931456,33233624,Oracle Trigger not working,Oracle: Trigger not working,2,0,1.0
10931456,50188734,Oracle Trigger not working,Oracle Sql trigger not working,2,0,1.0
1093946,17022308,Migrate SQL Server to Oracle,How to migrate an oracle database to sql server database,1,-1,1.0
10943793,39051918,how to use like and in query,Oracle SQL LIKE Query,0,4,1.0
10943793,77713697,how to use like and in query,"SQL query with ""LIKE""",0,-1,1.0
10944241,29080372,using special characters in Oracle,special characters oracle,1,0,1.0
10948787,43122086,Oracle Datapump export/import,Oracle datapump export/import,5,0,1.0
10958478,13447099,right parenthesis missing ora-00907,ORA-00907: missing right parenthesis,0,2,1.0
10958478,13452963,right parenthesis missing ora-00907,ORA-00907: Missing right parenthesis,0,1,1.0
10958478,14360167,right parenthesis missing ora-00907,ORA-00907: missing right parenthesis 2,0,0,1.0
10958478,14652979,right parenthesis missing ora-00907,Missing right parenthesis ORA-00907,0,1,1.0
10958478,19996149,right parenthesis missing ora-00907,ORA-00907 missing right parenthesis,0,-3,1.0
10958478,24580780,right parenthesis missing ora-00907,ORA-00907: missing right parenthesis,0,29,1.0
10958478,33590261,right parenthesis missing ora-00907,SQL missing right parenthesis ORA-00907,0,-1,1.0
10958478,33793033,right parenthesis missing ora-00907,SQL ORA-00907 missing right parenthesis?,0,0,1.0
10958478,36483624,right parenthesis missing ora-00907,Oracle Missing right parenthesis ORA-00907,0,0,1.0
10958478,40307871,right parenthesis missing ora-00907,ORA-00907: missing right parenthesis oracle sql,0,0,1.0
10958478,42932889,right parenthesis missing ora-00907,ORA-00907 Missing Right Parenthesis (Oracle),0,1,1.0
10958478,45878354,right parenthesis missing ora-00907,ORA-00907 Missing Right Parenthesis,0,-1,1.0
10958478,48796491,right parenthesis missing ora-00907,Oracle ORA-00907: missing right parenthesis,0,-1,1.0
10958478,51825467,right parenthesis missing ora-00907,ORA-00907: missing right parenthesis?,0,0,1.0
10958478,52719938,right parenthesis missing ora-00907,Oracle ora-00907 missing right parenthesis,0,-2,1.0
10958478,67027060,right parenthesis missing ora-00907,"ORA-00907: ""missing right parenthesis""",0,0,1.0
10958478,67141099,right parenthesis missing ora-00907,ORA-00907 (missing right parenthesis),0,0,1.0
10958478,67435199,right parenthesis missing ora-00907,Oracle - ORA-00907: missing right parenthesis,0,0,1.0
10974951,19373028,sql update query,SQL query to update,2,0,1.0
10974951,53592262,sql update query,Oracle update sql query,2,0,1.0
10974951,53861659,sql update query,Oracle Query Update From,2,0,1.0
10974951,71733879,sql update query,update sql oracle query,2,0,1.0
10974951,77419128,sql update query,SQL query to update database,2,-2,1.0
1099845,18460246,Oracle CASE with OR,how to use sql in case,9,0,1.0
1099845,34948378,Oracle CASE with OR,How to use case in oracle sql,9,0,1.0
1099845,46167408,Oracle CASE with OR,Case in oracle sql,9,0,1.0
1099845,50941718,Oracle CASE with OR,Oracle SQL Case,9,2,1.0
1099845,59368236,Oracle CASE with OR,Using CASE in Oracle SQL,9,0,1.0
1099845,69697810,Oracle CASE with OR,Oracle sql - Case,9,0,1.0
1101630,22317643,Entity Framework and Oracle,Entity framework 6 and oracle,4,1,1.0
1101630,3316856,Entity Framework and Oracle,Entity framework with oracle database,4,1,1.0
1101630,3945806,Entity Framework and Oracle,Entity Framework 4 with Oracle,4,0,1.0
1101630,67468050,Entity Framework and Oracle,Oracle with Entity framework,4,0,1.0
1101630,69406051,Entity Framework and Oracle,Entity Framework 6 an Oracle,4,0,1.0
1101630,74705414,Entity Framework and Oracle,How to use Entity Framework with an Oracle database?,4,0,1.0
1101630,8417415,Entity Framework and Oracle,Using Entity Framework with Oracle,4,0,1.0
11031409,25942763,"decimal(s,p) or number(s,p)?",Number to decimal sql,23,-1,1.0
11036300,60714561,ORA-01460: unimplemented or unreasonable conversion requested,ORA-01460 unimplemented or unreasonable conversion requested,13,0,1.0
11037195,11132375,How to Connect R to Oracle?,Connect by in Oracle SQL,4,15,1.0
11037195,37540373,How to Connect R to Oracle?,How to connect an oracle database in C #?,4,0,1.0
11037195,44848974,How to Connect R to Oracle?,Oracle Connect By,4,1,1.0
11037195,48927128,How to Connect R to Oracle?,Connect in database Oracle,4,0,1.0
11037195,50966401,How to Connect R to Oracle?,How to connect to Oracle database,4,0,1.0
11037195,53639424,How to Connect R to Oracle?,How to connect to the database,4,0,1.0
11046455,33194498,Oracle Subquery,Oracle SQL subquery,2,-1,1.0
11046455,44379165,Oracle Subquery,Oracle Subquery - How to?,2,1,1.0
11046455,44425108,Oracle Subquery,Subquery using Oracle SQL,2,-3,1.0
1109811,52832519,Character set mismatch,Character Set mismatch in Oracle SQL,3,0,1.0
11123275,16800410,Query Issue in sql,Oracle SQL query issue,1,0,1.0
11123275,21222423,Query Issue in sql,SQL Query issue,1,0,1.0
11123275,51987727,Query Issue in sql,Issue with Oracle SQL Query,1,1,1.0
11132375,37540373,Connect by in Oracle SQL,How to connect an oracle database in C #?,15,0,1.0
11132375,44848974,Connect by in Oracle SQL,Oracle Connect By,15,1,1.0
11132375,48927128,Connect by in Oracle SQL,Connect in database Oracle,15,0,1.0
11132375,50966401,Connect by in Oracle SQL,How to connect to Oracle database,15,0,1.0
11132375,53639424,Connect by in Oracle SQL,How to connect to the database,15,0,1.0
11147497,41650928,Using SQL to Query XML,Oracle sql query to xml,2,2,1.0
11205486,14900050,Oracle SQL join query,Sql Query Join in Oracle,0,0,1.0
11205486,18559842,Oracle SQL join query,Oracle join query,0,0,1.0
11205486,47595893,Oracle SQL join query,SQL Query - JOIN?,0,0,1.0
11253409,30703251,Split value of a column in Oracle,How to split column value in Oracle sql,0,0,1.0
1126963,17704277,Query Hangs,oracle sql query hangs,0,0,1.0
11283885,12480731,oracle PL/SQL stored procedure,Oracle PL/SQL stored procedure,0,1,1.0
11296023,40924314,Oracle error: character string buffer too small,Character string buffer too small error in Oracle,0,0,1.0
11312499,14156928,Dynamic column name in Oracle,oracle : Dynamic column name,4,4,1.0
11349571,70963642,ORA-00937: Not a single-group group function - Query error,QUERY ERROR : ORA-00937: not a single-group group function,0,0,1.0
11353739,21374457,left join with 4 tables oracle,Using Left Join in 3 tables,0,0,1.0
11365469,15619530,C# and Oracle database connection,C# connection to Oracle database,1,1,1.0
11365469,25488348,C# and Oracle database connection,C# Oracle database connection,1,0,1.0
11365469,30208518,C# and Oracle database connection,SQL connection c#,1,1,1.0
11391249,11393397,JSP CODE dbms obfuscation toolkit.DESEncrypt DECRYPT Oracle,JSP Code to decrypt dbms_obfuscation_toolkit.DESEncrypt oracle,0,0,1.0
11407116,22086451,connecting oracle from r,Connecting Oracle Database,2,0,1.0
11407116,25536150,connecting oracle from r,Connecting to Oracle Database from R?,2,0,1.0
11420582,27705393,SQL Join in the same table,Oracle SQL join the same table,-2,0,1.0
11420582,32668646,SQL Join in the same table,How to join the same table in sql,-2,0,1.0
11420582,38545391,SQL Join in the same table,SQL join over same table,-2,1,1.0
11420582,44679834,SQL Join in the same table,Join in the same table,-2,-3,1.0
11420582,60228768,SQL Join in the same table,SQL Join on the same table,-2,0,1.0
11436432,13267084,How can I check if a procedure exists in a package?,How can I check if a procedure exists in a package in Oracle 8?,10,3,1.0
11443606,31832766,Optimising a query,Optimising SQL query,0,1,1.0
11443606,44591512,Optimising a query,Oracle - optimising SQL query,0,2,1.0
11449505,18253354,Oracle SQL Query tuning,Oracle Query SQL Tuning?,-1,0,1.0
11449505,19756127,Oracle SQL Query tuning,Tuning Oracle SQL Query,-1,0,1.0
11449505,36003983,Oracle SQL Query tuning,Query tuning Oracle,-1,-1,1.0
11449505,37401230,Oracle SQL Query tuning,Tuning SQL Query in Oracle,-1,0,1.0
11449505,49921799,Oracle SQL Query tuning,Tuning for Oracle query,-1,0,1.0
11449505,62458604,Oracle SQL Query tuning,Tuning a query in oracle,-1,0,1.0
11449505,72716449,Oracle SQL Query tuning,Oracle database query tuning,-1,0,1.0
11459726,23412692,Recursive Oracle query,Recursive query in Oracle 9,1,0,1.0
11459726,37535106,Recursive Oracle query,Recursive Query in Oracle,1,0,1.0
11459726,37758890,Recursive Oracle query,SQL recursive query (Oracle),1,0,1.0
11459726,40846996,Recursive Oracle query,Recursive query in Oracle,1,3,1.0
11459726,51321087,Recursive Oracle query,with recursive query in oracle,1,1,1.0
11459726,55022754,Recursive Oracle query,Recursive sql query in oracle,1,3,1.0
11459726,62331434,Recursive Oracle query,ORACLE Recursive query,1,0,1.0
11459726,63300316,Recursive Oracle query,Oracle SQL Recursive Query,1,0,1.0
11459726,74026372,Recursive Oracle query,Recursive query - Oracle,1,0,1.0
11459726,79249009,Recursive Oracle query,Oracle SQL - Recursive Query?,1,1,1.0
11505315,31536756,Android connect to oracle database,How to connect Android with Oracle database?,1,0,1.0
11505315,39879383,Android connect to oracle database,How to connect android to oracle database?,1,4,1.0
11505315,41571146,Android connect to oracle database,How to connect to an oracle database in android?,1,0,1.0
1150667,63976430,Track changes on a database,Oracle track changes in database,2,1,1.0
11522443,58916500,Connecting to a Remote Oracle Database using Python,Connecting to remote Oracle database using Python,-4,0,1.0
11538869,16400965,An Oracle Check Constraint,CHECK CONSTRAINT in Oracle SQL,3,3,1.0
11538869,23672105,An Oracle Check Constraint,Oracle Constraint Check,3,0,1.0
11538869,65326342,An Oracle Check Constraint,Oracle SQL - check constraint,3,2,1.0
11538869,77632327,An Oracle Check Constraint,sql constraint in a check in,3,0,1.0
1154497,12214733,Oracle SQL Invalid Identifier,Oracle: Invalid identifier,0,2,1.0
1154497,12529845,Oracle SQL Invalid Identifier,Invalid Identifier in Oracle,0,-3,1.0
1154497,14355395,Oracle SQL Invalid Identifier,SQL invalid identifier,0,1,1.0
