cluster_id,doc_id,title,score,cluster_top_terms,tags_text
0,241622,Paging with Oracle,129,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|stored-procedures
0,189213,SQL selecting rows by most recent date with two unique columns,116,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,3999491,"How do I select all the columns from a table, plus additional columns like ROWNUM?",112,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select
0,9868409,How to get records randomly from the Oracle database?,109,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|select|random
0,27034585,How to Select Top 100 rows in Oracle?,105,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,16960432,What is PostgreSQL equivalent of SYSDATE from Oracle?,94,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|postgresql
0,28371342,"What is the equivalent of the Oracle \"Dual\" table in MS SqlServer?",84,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database|t-sql|dual-table
0,18109276,Select multiple columns into multiple variables,83,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql|select-into
0,2875257,How to handle a single quote in Oracle SQL,82,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|escaping
0,4522431,Find duplicate entries in a column,79,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|subquery
0,10064532,The order of a SQL Select statement without Order By clause,76,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql-server|oracle-database|select|sql-order-by
0,356675,Using an Alias in a WHERE clause,73,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|alias|decode|ora-00904
0,8451195,Is the 'as' keyword required in Oracle to define an alias?,73,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|alias|required
0,1031844,Oracle DB: How can I write query ignoring case?,72,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database
0,30078464,Difference between WITH clause and subquery?,71,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|subquery|common-table-expression
0,2847226,SQL to generate a list of numbers from 1 to 100,70,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql
0,10353969,How can I select from list of values in Oracle,68,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|oracle11g
0,4722220,SQL IN Clause 1000 item limit,67,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,14830875,Find out the history of SQL queries,66,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|sql-update|database-administration
0,13339589,Custom Order in Oracle SQL,65,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sql-order-by
0,1881853,Select without a FROM clause in Oracle,64,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,15614751,If statement in select (ORACLE),63,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|if-statement|oracle10g
0,7553901,Declaring a variable and setting its value from a SELECT query in Oracle,62,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql
0,3826929,SQL Query to find missing rows between two related tables,60,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database
0,256700,What is a View in Oracle?,60,"table, query, sql, select, data, like, get, one, column, id, rows, value",database|oracle-database|view
0,28406397,DATEDIFF function in Oracle,60,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|datediff
0,3434437,What's the most efficient way to check if a record exists in Oracle?,60,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,21140868,Proper way of checking if row exists in table in PL/SQL block,58,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|plsql
0,2298550,Oracle: '= ANY()' vs. 'IN ()',57,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|syntax
0,5380559,Update statement using with clause,57,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,5727882,"Check if two \"select\"s are equivalent",56,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select
0,871578,How to compare strings in sql ignoring case?,56,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,7355095,How to use Oracle's LISTAGG function with a unique filter?,55,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|group-by|oracle11g|aggregate-functions
0,594,cx_Oracle: How do I iterate over a result set?,55,"table, query, sql, select, data, like, get, one, column, id, rows, value",python|sql|database|oracle-database|cx-oracle
0,588430,What is the best way to escape non-format characters in Oracle's to_char?,55,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|to-char
0,4442323,How to find out when a particular table was created in Oracle?,53,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|oracle11g|database-metadata
0,3521124,How to calculate the maximum of two numbers in Oracle SQL select?,50,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|max
0,14791684,ORACLE IIF Statement,50,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|conditional-operator|iif
0,10092032,Extracting the total number of seconds from an interval data-type,49,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql
0,10704808,Get counts of all tables in a schema,49,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql
0,13027708,SQL multiple columns in IN clause,48,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,13217600,IF EXISTS condition not working with PLSQL,45,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|if-statement|plsql
0,3045034,"What's the correct name for an \"association table\" (a many-to-many relationship)",44,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|mysql|sql-server|oracle-database|rdbms
0,9150370,select the TOP N rows from a table,44,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|sql|sql-server|oracle-database
0,1574565,How can I select records ONLY from yesterday?,42,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,25486543,PLS-00428: an INTO clause is expected in this SELECT statement,41,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql|oracle11g
0,18264584,`show create table` equivalent in oracle sql,41,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,3193692,CASE vs. DECODE,41,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,11892113,Creating new table with SELECT INTO in SQL,40,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|create-table
0,5429393,Oracle create table using with clause,40,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|common-table-expression
0,670461,Does Oracle have an equivalent of SQL Server's table variables?,39,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,17732302,Error ORA-00932 when using a select with union and CLOB fields,38,"table, query, sql, select, data, like, get, one, column, id, rows, value",database|oracle-database|plsql
0,316812,Top 5 time-consuming SQL queries in Oracle,38,"table, query, sql, select, data, like, get, one, column, id, rows, value",performance|oracle-database
0,9140626,"Database - (rows or records, columns or fields)?",38,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database|naming-conventions|record
0,890035,Oracle query to get Data from table inserted in last 10 mins,38,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|datetime
0,18830624,Error (ORA-00923: FROM keyword not found where expected),36,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,2253040,Benefits Of Using SQL Ordinal Position Notation?,35,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database|ordinals
0,2319284,SQL recursive query on self referencing table (Oracle),35,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database|plsql|hierarchical-data
0,9366021,Checking whether an item does not exist in another table,35,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|exists|anti-join
0,347160,Should I delete or disable a row in a relational database?,35,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|sql|oracle-database|relational
0,9502273,"In SQL Server, how can I lock a single row in a way similar to Oracle's \"SELECT FOR UPDATE WAIT\"?",35,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql-server|database|oracle-database|concurrency|locking
0,22850382,Build a list of defined values into CTE,34,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|common-table-expression
0,23560996,Return results of a sql query as JSON in oracle 12c,34,"table, query, sql, select, data, like, get, one, column, id, rows, value",json|oracle-database|oracle12c
0,1762712,'NOT LIKE' in an SQL query,33,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|ora-00936
0,15262351,Decode equivalent in postgres,33,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|postgresql
0,7480243,SQL (ORACLE): ORDER BY and LIMIT,33,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sql-order-by|offset|sql-limit
0,19022175,ExecuteBatch method return array of value -2 in java,31,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|oracle-database|jdbc
0,25387951,Curious issue with Oracle UNION and ORDER BY,31,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle11g|sql-order-by|union-all
0,25311854,Using SELECT inside COALESCE,31,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql|oracle-sqldeveloper
0,16567129,How to get table comments via SQL in Oracle?,31,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,188118,How do I format my oracle queries so the columns don't wrap?,30,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|sqlplus
0,8292199,Query several NEXTVAL from sequence in one statement,30,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,24898681,What is the equivalent PostgreSQL syntax to Oracle's CONNECT BY ... START WITH?,29,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|postgresql|recursive-query|connect-by
0,2048244,Oracle subquery does not see the variable from the outer block 2 levels up,29,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|ora-00904
0,27965130,"How to SELECT Column, * FROM TABLE in Oracle?",29,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,18104884,Conditional WHERE clause with CASE statement in Oracle,29,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|where-clause
0,14722883,What is the maximum number of columns allowed in a table?,28,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|datatable
0,2315295,"Why is selecting specified columns, and all, wrong in Oracle SQL?",28,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|table-alias|ora-00936
0,28802134,SQL not recognizing column alias in where clause,28,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|column-alias
0,3504012,SQL: How to find duplicates based on two fields?,27,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|unique|unique-constraint|ora-00918
0,14139931,Keep order from 'IN' clause,27,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,39129585,"Query the two cities in STATION with the shortest and longest CITY names,",27,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,2446053,What are the BIN$... tables in Oracle's ALL_TAB_COLUMNS table?,27,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,13845655,Removing Locks in Oracle 10,26,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sqlplus
0,305568,Oracle error : ORA-00905: Missing keyword,26,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|ora-00905
0,16529701,Select First Row of Every Group in sql,26,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,206222,Oracle - Best SELECT statement for getting the difference in minutes between two DateTime columns?,26,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|datediff
0,174595,"In an Oracle database, what is the difference between ROWNUM and ROW_NUMBER?",26,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|row-number|rownum
0,12156399,How to resolve ORA 00936 Missing Expression Error?,26,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|oracle10g|ora-00936
0,4137776,Select the minimum of two dates,25,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,56807876,ODCIAggregateMerge without parallel_enabled,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql|aggregate
0,1731889,Cycle detection with recursive subquery factoring,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|db2|hierarchical-query
0,4098800,Oracle sql return true if exists question,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|if-statement|exists
0,9007051,rs.last() gives Invalid operation for forward only resultset : last,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|oracle-database|jdbc|resultset
0,11900470,Oracle: subtract millisecond from a datetime,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|function|date
0,26461868,Exists / not exists: 'select 1' vs 'select field',24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database|exists
0,7238983,Delete all records except the most recent one?,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sql-delete
0,53553523,TypeORM subqueries,24,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|typeorm|typeorm-datamapper
0,56895,Proving SQL query equivalency,23,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,9315070,Trying to understand over() and partition by,23,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,12742826,How do I know the id before saving an object in jpa,23,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|oracle-database|jpa|jpa-2.0
0,3957909,Getting seconds between two Oracle Timestamps,22,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|timestamp
0,6198320,"How to use \"Partition By\" or \"Max\"?",22,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|max
0,17358109,How to retrieve all recursive children of parent row in Oracle SQL?,22,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|recursion|rdbms
0,52081473,Aggregate Overlapping Segments to Measure Effective Length,22,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|oracle12c|asset-management
0,10912337,How to show comments of a column with desc operation,22,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|oracle-sqldeveloper
0,6514906,"IN vs OR of Oracle, which faster?",22,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|performance|oracle-database
0,9595876,what is the maximum value of MAXVALUE in sequence in oracle?,22,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle10g|sequence
0,11013504,How do I check if a sequence exists or not in Oracle 11g?,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|oracle11g|sequence
0,3940522,Why is no_data_found ORA-01403 an exception in Oracle?,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|exception|plsql|ora-01403
0,7633086,Why is there a SELECT 1 from table?,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,20487657,SQL Server : RowVersion equivalent in Oracle,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database|rowversion
0,38775056,Creating a CTE in Oracle,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|insert|common-table-expression
0,50846643,How does pagination of results in databases work?,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|database|oracle-database|pagination
0,21145028,How to use the 'as' keyword to alias a table in Oracle?,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|table-alias
0,4385346,Using SQL query to determine if a table exists,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,5847228,Oracle select for update behaviour,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|locking|blocking
0,12169842,Oracle- create a temporary resultset for use in a query,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,12364999,Oracle get records updated in last one hour,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|date-arithmetic
0,9521556,Displaying RowID in Select * (all) Statement,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|toad|rowid
0,937398,How to get Oracle create table statement in SQL*Plus,21,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sqlplus
0,18737369,SQL Error: ORA-00913: too many values,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,3921982,SELECT DISTINCT CLOB_COLUMN FROM TABLE;,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql|ora-00932
0,40610396,Strange random behavior in where clause,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql
0,4375189,Changing a FK delete rule in Oracle without dropping and recreating it?,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|foreign-keys
0,26059855,Why is truncate a DDL statement?,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|ddl
0,14243131,Concatenate results from a SQL query in Oracle,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle10g|concatenation
0,12873667,ALTER TABLE syntax - missing DIRECTORY keyword,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,8900631,Does Oracle use short-circuit evaluation?,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,5903632,Can a subquery be used in an Oracle ALTER statement?,20,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database|plsql
0,1074843,Is there an Oracle equivalent to SQL Server's OUTPUT INSERTED.*?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database|oracle10g
0,13897024,Sql Order by on multiple column,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sql-order-by
0,15445019,EXCEPT keyword in Oracle,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle10g|sql-except
0,28653276,Select into a temporary table in Oracle,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql|sqlplus
0,5063214,Convert interval to minutes,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,450581,How to average time intervals?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|timestamp|ora-00932
0,8050854,How to find maximum avg,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,3338415,What does PARTITION BY 1 mean?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|count|analytics|database-partitioning
0,2186848,How to find locked rows in Oracle,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|locking
0,2431054,How does contains() in PL-SQL work?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle10g|contains
0,17839015,Finding the longest streak of wins,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle11gr2
0,22681705,How to use Timestamp_to_scn and Scn_to_timestamp in Oracle?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|datetime|timestamp|oracle-sqldeveloper
0,3884678,Use a calculated field in the where clause,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql|ora-00904
0,23572605,Oracle SQL: Understanding the behavior of SYS_GUID() when present in an inline view?,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,41635374,"Select every columns, but rename one of them",19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,13539334,ORACLE: Updating multiple columns at once,19,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,11311951,Should SELECT ... FOR UPDATE always contain ORDER BY?,18,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|locking|deadlock
0,19208264,ORA-22905 - when querying a table type with a select statement,18,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql
0,9767920,"Java Oracle exception - \"maximum number of expressions in a list is 1000\"",18,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|oracle-database|hibernate|ora-01795
0,14127707,Is there a generic workaround to express a derived column list in Oracle (and MySQL)?,18,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|sql|oracle-database
0,5119190,Oracle SQL order by in subquery problems!,18,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,6673806,"Oracle -- WITH CLAUSE => MERGE? (Syntax error, )",18,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|merge|with-statement|ora-00928|subquery-factoring
0,39446348,How to select columns with an even ID number?,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,6189275,How do I generate random sample data in my Oracle database?,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|sql|oracle-database|dataset
0,7569918,How can I use a collection within an Oracle SQL statement,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|collections|plsql
0,26968999,Oracle - drop multiple table in a single query,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|ddl
0,4269205,"Why doesn't Oracle raise \"ORA-00918: column ambiguously defined\" for this query?",17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle10g|oracle11g|ora-00918
0,2306744,Oracle SQL - How to Retrieve highest 5 values of a column,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|top-n
0,435109,What can cause an Oracle ROWID to change?,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|database|oracle-database|rowid
0,4509167,Select Nth Row From A Table In Oracle,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,15396217,If statement within Where clause,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql|plsqldeveloper
0,6094039,Oracle: Updating a table column using ROWNUM in conjunction with ORDER BY clause,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sql-update|rownum
0,11629966,How To Handle Table Column Named With Reserved Sql Keyword?,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,51148996,Oracle sequence nextval and currval confusing,17,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|plsql
0,13740732,difference between <> and !=,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|sql-server|oracle-database
0,15569844,Oracle: create temporary table by a SELECT statement,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,10092407,Optimal way to DELETE specified rows from Oracle,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database
0,644975,Deleting a LOT of data in Oracle,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|plsql
0,19430145,What is the impact of enabling/disabling ROW_MOVEMENT in Oracle 10g?,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|oracle10g
0,9996797,Oracle SQL -- find the values NOT in a table,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,4950394,Representing IPv4/IPv6 addresses in Oracle,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|ipv6|ipv4
0,39525004,Why does Oracle allow having several subqueries with the same alias_name in a WITH clause?,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|common-table-expression
0,4729838,Iterate over a column in PL/SQL,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",oracle-database|loops|plsql
0,65866812,Explanation of KEEP in Oracle FIRST/LAST,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,11987067,Pivoting of data using two columns,16,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle11g
0,13499797,Joining tables when data may or may not exist,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|sql|oracle-database|join
0,31721343,Design Pattern for Custom Fields in Relational Database,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|sql-server|asp.net-mvc|oracle-database|database-design
0,11132375,Connect by in Oracle SQL,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|hierarchical-query
0,38578004,"In Oracle SQL, can I query a partition of a table instead of an entire table to make it run faster?",15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|syntax|partitioning
0,12896007,Oracle IN vs Exists difference?,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,27968877,How to avoid two different threads read the same rows from DB (Hibernate and Oracle 10g),15,"table, query, sql, select, data, like, get, one, column, id, rows, value",java|oracle-database|hibernate|transactions|locking
0,4954076,Differences between MySQL and Oracle DB,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",mysql|oracle-database|comparison|performance
0,35689157,Compare Strings ignoring accents in SQL (ORACLE),15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database
0,14430424,commit after select,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|select|commit
0,29116396,Workaround for ORA-00997: illegal use of LONG datatype,15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|sqldatatypes|sqllong
0,27099414,"How to add offset in a \"select\" query in Oracle 11g?",15,"table, query, sql, select, data, like, get, one, column, id, rows, value",sql|oracle-database|oracle11g|pagination|rownum
